username,comments,time
lbcgfunk2u,"📍深山臭豆腐
臭已成為招牌",5週
yutibby,基隆”胡記” 選我正解,5週
evan0312,很多網紅推，但去過的谷歌評價很真實,5週
quiony_b,看了好想吃，在哪,5週
didigumo,我都聞到臭味了,5週
