username,comments,time
crystalng722,達哥辣麼會跳😍,8週
rebeccachen1212,"達達說了算🤭
超愛這個鬆弛感🩵
@hsieh_kunda",8週
y._y_05,推眼鏡好帥喔😍,8週
pearlliiee,歐買尬 帥死了😍😍,8週
w_e_n0419,達達，你眼鏡好穩喔😆 怎麼跳都不會掉😎,8週
gan.haorong.0325,帥鼠❤️,8週
enxilee_0702,達哥很帥餒 要多跳一點啦,8週
jia._918,终于等到达达的了😍好帅呀,8週
jen1015_,達達好帥🔥多跳一點,8週
yinfun.ng.87,達達很嫩Q欸 帥喔😍👏,8週
vivian07._.23,達達怎麼可以這麼帥😍😍😍😍😍,8週
jacieshihui,達哥~,8週
cici_hk_energy,我的妈也太帅 哈哈 这样看别人的老公好吗 😂😂😂,8週
eva_hk_0203,@hsieh_kunda 要跳不跳才是王道，那到底是想跳還是不跳？🤣,8週
judyp1015,這個人有點像坤達 @hsieh_kunda,8週
energy1988420,好帥❤️天啊！竟然還有個人部分,8週
show121367,好好看、好帥。是說達哥就算是睡著也很帥（腦海裡出現玩很大被半夜被偷襲頭躺毛巾的畫面）,8週
smileting0918,帥氣😍,8週
mwchan000,"😍😍😍啊啊啊❤️
真的好愛看達達跳舞～～～
超級帥好暈～～～",8週
mwchan000,Pls upload YouTube Shorts🙏,8週
bear722_kunda,"終於 等到達達的solo啦❤️‍🔥 超讚👍
型男帥哥 跳舞欸🔥😇
特別吸睛 養護眼睛👁️ 🤗",8週
vicky_wen_824,😍😍好帥～好帥～達哥真的好帥～,8週
gu.rita.1106,一看再看太好看了~😻🩵,8週
janiceting0410,達哥真的好帥好帥❤️,8週
ah_shi_ni,😍😍🩵,8週
tracy_hemp0108_stanley0828,🔥🔥,8週
emily_taetae1230,😍😍,8週
shuhuan119,😍,8週
iriswen1024,首先要長得帥,8週
yuking916,我看到行走法拉利😮,8週
_.chacha7720._,"你們到底跳了多少支舞🥹🥹
你的表情很到位👍👍👍帥～～～😍 @hsieh_kunda",8週
all_for_bh,要確定欸⋯是否先喬一下眼鏡然後又小小嘟嘴😗一下開始扭、再來個耀眼的紅色上衣、絕👍,8週
newwoohoo,好帥喔！！藍髮達真的超好看😍為什麼可以跳得那麼好看❤️先是阿弟再來是書偉現在是坤達 所以要解鎖每個成員都來跳一段嗎😆,8週
khs_coco,前兩秒是不是在木村嘟,8週
nnick1928,刚刚看了还在想是不是坤达还是牛奶,8週
alicehu10,"達哥現在是當什麼一日乃哥嗎？
難得回覆那麼多留言
好喜歡這一系列
希望能多跳一些不一樣的舞風",8週
idol_1616,Mr. Chill Mr. 😂,8週
wendyq1022_,好帥好帥 可以點歌嗎哈哈哈哈哈想看go！,8週
spiderman85662,哥 拜託藍髮眼鏡半永久😍😍😍,8週
yuenkuan.c,❤️❤️❤️❤️❤️❤️,8週
wendyq1022_,這就是傳說中的‘魚得水’狀態🐟,8週
tiffany.c.c.c,請問這個視頻的退出鍵在哪😍根本停不下來,8週
lovejudy0423,連滾帶爬會是 feat.🐟 嗎,8週
abeanniee,主打一個鬆弛感😍💓,8週
yzz._520,達達手機是不是被駭客攻擊？😮怎麼回覆這多😍這個駭客我喜歡！🙌🔥,8週
yuuuu_67667,達達真的跳得有點太大力🤣,8週
en_er_gy_5_ever,懂梗🔥🙌,8週
houmengtse,這件衣服真的超好看！,8週
iamidakimo,身為鐵佛寺 我來了,8週
qtepeb_1020,很會,8週
qtepeb_1020,這個音樂加上坤達戴的眼鏡，還以為是眼鏡廣告,8週
gune.yi.chen,但要去哪裡找這麼帥的人來代言啊,8週
lyts.12,帥,8週
cailing_julin,#185 #美式男孩 #鬆弛,8週
huanruru,❤️,8週
yuchieh.uu,🔥🔥,8週
_xiaowei_april_,終於看到有人沒有用鬆弛感來形容了👏👏👏👏👏👏👏👏👏超讚超愛,8週
alice_chun_hsuan,帅帅帅❤️❤️❤️❤️,8週
y.1110.98,沒辦法的帥❤️,8週
lindaap333,果然達哥就是帥,7週
janet24272025,帥,7週
energy770717,坤達好帥啊他是我這輩子遇到最帥的人了我很喜歡他,7週
rkbu0514,愛💖你,6週
justinlin926,❤️❤️❤️❤️❤️,6週
lin.___9o7,逃兵被揭發後是匆匆忙忙連滾帶爬😂,6週
lilykim8912,😂喜歡,5週
queena0.823,❤️,2週
zax_828520,達達好帥！很有各人特色,1 週
